+-----+---------------------+----------+
| key |        date         |  value   |
| uu3 | 2017-04-06 22:00:00 |  2989215 |
| uu4 | 2017-04-06 22:00:00 |  1592671 |
| uu1 | 2017-04-06 21:00:00 |  2259805 |
| uu2 | 2017-04-06 21:00:00 |  1046198 |
| uu3 | 2017-04-06 21:00:00 |  3398201 |
| uu4 | 2017-04-06 21:00:00 |  1744617 |
| uu1 | 2017-04-06 20:00:00 |  2423732 |
| uu2 | 2017-04-06 20:00:00 |  1132913 |
| uu3 | 2017-04-06 20:00:00 |  3549883 |
| uu4 | 2017-04-06 20:00:00 |  1805995 |
| uu1 | 2017-04-06 19:00:00 |  2384101 |
| uu2 | 2017-04-06 19:00:00 |  1102895 |
| uu3 | 2017-04-06 19:00:00 |  3589479 |
| uu4 | 2017-04-06 19:00:00 |  1800973 |
| uu1 | 2017-04-06 18:00:00 |  2517764 |
| uu2 | 2017-04-06 18:00:00 |  1146488 |
| uu3 | 2017-04-06 18:00:00 |  3634287 |
| uu4 | 2017-04-06 18:00:00 |  1885901 |
| uu1 | 2017-04-06 17:00:00 |  2823346 |
| uu2 | 2017-04-06 17:00:00 |  1301281 |
| uu3 | 2017-04-06 17:00:00 |  3669771 |
| uu4 | 2017-04-06 17:00:00 |  2068061 |
| uu1 | 2017-04-06 16:00:00 |  2994580 |
| uu2 | 2017-04-06 16:00:00 |  1382395 |
| uu3 | 2017-04-06 16:00:00 |  3912819 |
| uu4 | 2017-04-06 16:00:00 |  2162703 |
| uu1 | 2017-04-06 15:00:00 |  2912805 |
| uu2 | 2017-04-06 15:00:00 |  1361467 |
| uu3 | 2017-04-06 15:00:00 |  3659038 |
| uu4 | 2017-04-06 15:00:00 |  2029893 |
| uu1 | 2017-04-06 14:00:00 |  2843587 |
| uu2 | 2017-04-06 14:00:00 |  1337186 |
| uu3 | 2017-04-06 14:00:00 |  3614927 |
| uu4 | 2017-04-06 14:00:00 |  2016983 |
| uu1 | 2017-04-06 13:00:00 |  2735754 |
| uu2 | 2017-04-06 13:00:00 |  1192647 |
| uu3 | 2017-04-06 13:00:00 |  3559288 |
| uu4 | 2017-04-06 13:00:00 |  1943838 |
| uu1 | 2017-04-06 12:00:00 |  2569927 |
| uu2 | 2017-04-06 12:00:00 |  1057959 |
| uu3 | 2017-04-06 12:00:00 |  3504016 |
| uu4 | 2017-04-06 12:00:00 |  1873411 |
| uu1 | 2017-04-06 11:00:00 |  2527984 |
| uu2 | 2017-04-06 11:00:00 |  1019127 |
| uu3 | 2017-04-06 11:00:00 |  3378537 |
| uu4 | 2017-04-06 11:00:00 |  1871134 |
| uu1 | 2017-04-06 10:00:00 |  2355280 |
| uu2 | 2017-04-06 10:00:00 |   921209 |
| uu3 | 2017-04-06 10:00:00 |  3157123 |
| uu4 | 2017-04-06 10:00:00 |  1829863 |
| uu1 | 2017-04-06 09:00:00 |  1730059 |
| uu2 | 2017-04-06 09:00:00 |   614679 |
| uu3 | 2017-04-06 09:00:00 |  2486725 |
| uu4 | 2017-04-06 09:00:00 |  1507224 |
| uu1 | 2017-04-06 08:00:00 |  1052144 |
| uu2 | 2017-04-06 08:00:00 |   288118 |
| uu3 | 2017-04-06 08:00:00 |  1785650 |
| uu4 | 2017-04-06 08:00:00 |  1510888 |
| uu1 | 2017-04-06 07:00:00 |   767545 |
| uu2 | 2017-04-06 07:00:00 |   198861 |
| uu3 | 2017-04-06 07:00:00 |  1437707 |
| uu4 | 2017-04-06 07:00:00 |  1167808 |
| uu1 | 2017-04-06 06:00:00 |   485929 |
| uu2 | 2017-04-06 06:00:00 |   118621 |
| uu3 | 2017-04-06 06:00:00 |  1054342 |
| uu4 | 2017-04-06 06:00:00 |   988027 |
| uu1 | 2017-04-06 05:00:00 |   255406 |
| uu2 | 2017-04-06 05:00:00 |    61259 |
| uu3 | 2017-04-06 05:00:00 |   746751 |
| uu4 | 2017-04-06 05:00:00 |   853714 |
| uu1 | 2017-04-06 04:00:00 |   218493 |
| uu2 | 2017-04-06 04:00:00 |    44642 |
| uu3 | 2017-04-06 04:00:00 |   733271 |
| uu4 | 2017-04-06 04:00:00 |   827681 |
| uu1 | 2017-04-06 03:00:00 |   273649 |
| uu2 | 2017-04-06 03:00:00 |    66264 |
| uu3 | 2017-04-06 03:00:00 |   818667 |
| uu4 | 2017-04-06 03:00:00 |   805246 |
| uu1 | 2017-04-06 02:00:00 |   362624 |
| uu2 | 2017-04-06 02:00:00 |    73936 |
| uu3 | 2017-04-06 02:00:00 |   995725 |
| uu4 | 2017-04-06 02:00:00 |   828597 |
| uu1 | 2017-04-06 01:00:00 |   462507 |
| uu2 | 2017-04-06 01:00:00 |   100232 |
| uu3 | 2017-04-06 01:00:00 |  1230630 |
| uu4 | 2017-04-06 01:00:00 |   905165 |
| uu1 | 2017-04-06 00:00:00 |   703429 |
| uu2 | 2017-04-06 00:00:00 |   161720 |
| uu3 | 2017-04-06 00:00:00 |  1615379 |
| uu4 | 2017-04-06 00:00:00 |  1054642 |
| uu1 | 2017-04-05 22:00:00 |  1777067 |
| uu2 | 2017-04-05 22:00:00 |   763651 |
| uu3 | 2017-04-05 22:00:00 |  2889334 |
| uu4 | 2017-04-05 22:00:00 |  1593391 |
| uu1 | 2017-04-05 21:00:00 |  2278975 |
| uu2 | 2017-04-05 21:00:00 |  1068041 |
| uu3 | 2017-04-05 21:00:00 |  3376676 |
| uu4 | 2017-04-05 21:00:00 |  1828598 |
| uu1 | 2017-04-05 20:00:00 |  2457168 |
| uu2 | 2017-04-05 20:00:00 |  1154413 |
| uu3 | 2017-04-05 20:00:00 |  3637602 |
| uu4 | 2017-04-05 20:00:00 |  1857668 |
| uu1 | 2017-04-05 19:00:00 |  2396671 |
| uu2 | 2017-04-05 19:00:00 |  1152085 |
| uu3 | 2017-04-05 19:00:00 |  3337060 |
| uu4 | 2017-04-05 19:00:00 |  1808634 |
| uu1 | 2017-04-05 18:00:00 |  2542754 |
| uu2 | 2017-04-05 18:00:00 |  1181510 |
| uu3 | 2017-04-05 18:00:00 |  3466850 |
| uu4 | 2017-04-05 18:00:00 |  1865427 |
| uu1 | 2017-04-05 17:00:00 |  2827815 |
| uu2 | 2017-04-05 17:00:00 |  1340449 |
| uu3 | 2017-04-05 17:00:00 |  3679074 |
| uu4 | 2017-04-05 17:00:00 |  2042323 |
| uu1 | 2017-04-05 16:00:00 |  2945505 |
| uu2 | 2017-04-05 16:00:00 |  1381510 |
| uu3 | 2017-04-05 16:00:00 |  3718453 |
| uu4 | 2017-04-05 16:00:00 |  2059116 |
| uu1 | 2017-04-05 15:00:00 |  2958095 |
| uu2 | 2017-04-05 15:00:00 |  1391708 |
| uu3 | 2017-04-05 15:00:00 |  3710674 |
| uu4 | 2017-04-05 15:00:00 |  2044904 |
| uu1 | 2017-04-05 14:00:00 |  2958593 |
| uu2 | 2017-04-05 14:00:00 |  1390981 |
| uu3 | 2017-04-05 14:00:00 |  3711123 |
| uu4 | 2017-04-05 14:00:00 |  2019995 |
| uu1 | 2017-04-05 13:00:00 |  2807952 |
| uu2 | 2017-04-05 13:00:00 |  1261002 |
| uu3 | 2017-04-05 13:00:00 |  3609867 |
| uu4 | 2017-04-05 13:00:00 |  1969809 |
| uu1 | 2017-04-05 12:00:00 |  2609376 |
| uu2 | 2017-04-05 12:00:00 |  1149643 |
| uu3 | 2017-04-05 12:00:00 |  3538533 |
| uu4 | 2017-04-05 12:00:00 |  1914097 |
| uu1 | 2017-04-05 11:00:00 |  2649839 |
| uu2 | 2017-04-05 11:00:00 |  1116953 |
| uu3 | 2017-04-05 11:00:00 |  3476635 |
| uu4 | 2017-04-05 11:00:00 |  1917101 |
| uu1 | 2017-04-05 10:00:00 |  2447512 |
| uu2 | 2017-04-05 10:00:00 |  1033704 |
| uu3 | 2017-04-05 10:00:00 |  3247124 |
| uu4 | 2017-04-05 10:00:00 |  1794677 |
| uu1 | 2017-04-05 09:00:00 |  1762143 |
| uu2 | 2017-04-05 09:00:00 |   677118 |
| uu3 | 2017-04-05 09:00:00 |  2550689 |
| uu4 | 2017-04-05 09:00:00 |  1508188 |
| uu1 | 2017-04-05 08:00:00 |  1129010 |
| uu2 | 2017-04-05 08:00:00 |   347235 |
| uu3 | 2017-04-05 08:00:00 |  1887654 |
| uu4 | 2017-04-05 08:00:00 |  1550943 |
| uu1 | 2017-04-05 07:00:00 |   837440 |
| uu2 | 2017-04-05 07:00:00 |   230122 |
| uu3 | 2017-04-05 07:00:00 |  1519072 |
| uu4 | 2017-04-05 07:00:00 |  1144457 |
| uu1 | 2017-04-05 06:00:00 |   487660 |
| uu2 | 2017-04-05 06:00:00 |   122439 |
| uu3 | 2017-04-05 06:00:00 |  1050080 |
| uu4 | 2017-04-05 06:00:00 |   978738 |
| uu1 | 2017-04-05 05:00:00 |   245217 |
| uu2 | 2017-04-05 05:00:00 |    63872 |
| uu3 | 2017-04-05 05:00:00 |   715222 |
| uu4 | 2017-04-05 05:00:00 |   876832 |
| uu1 | 2017-04-05 04:00:00 |   232194 |
| uu2 | 2017-04-05 04:00:00 |    61187 |
| uu3 | 2017-04-05 04:00:00 |   709898 |
| uu4 | 2017-04-05 04:00:00 |   810642 |
| uu1 | 2017-04-05 03:00:00 |   273776 |
| uu2 | 2017-04-05 03:00:00 |    62256 |
| uu3 | 2017-04-05 03:00:00 |   806438 |
| uu4 | 2017-04-05 03:00:00 |   779428 |
| uu1 | 2017-04-05 02:00:00 |   328085 |
| uu2 | 2017-04-05 02:00:00 |    67498 |
| uu3 | 2017-04-05 02:00:00 |   940398 |
| uu4 | 2017-04-05 02:00:00 |   805346 |
| uu1 | 2017-04-05 01:00:00 |   503159 |
| uu2 | 2017-04-05 01:00:00 |    99106 |
| uu3 | 2017-04-05 01:00:00 |  1213523 |
| uu4 | 2017-04-05 01:00:00 |   915653 |
| uu1 | 2017-04-05 00:00:00 |   742159 |
| uu2 | 2017-04-05 00:00:00 |   168081 |
| uu3 | 2017-04-05 00:00:00 |  1636251 |
| uu4 | 2017-04-05 00:00:00 |  1103223 |
| uu1 | 2017-04-04 22:00:00 |  1662590 |
| uu2 | 2017-04-04 22:00:00 |   665083 |
| uu3 | 2017-04-04 22:00:00 |  2810837 |
| uu4 | 2017-04-04 22:00:00 |  1511807 |
| uu1 | 2017-04-04 21:00:00 |  1955701 |
| uu2 | 2017-04-04 21:00:00 |   843521 |
| uu3 | 2017-04-04 21:00:00 |  3157273 |
| uu4 | 2017-04-04 21:00:00 |  1627852 |
| uu1 | 2017-04-04 20:00:00 |  2111264 |
| uu2 | 2017-04-04 20:00:00 |   926711 |
| uu3 | 2017-04-04 20:00:00 |  3274723 |
| uu4 | 2017-04-04 20:00:00 |  1664468 |
| uu1 | 2017-04-04 19:00:00 |  2115646 |
| uu2 | 2017-04-04 19:00:00 |   901504 |
| uu3 | 2017-04-04 19:00:00 |  3221563 |
| uu4 | 2017-04-04 19:00:00 |  1667441 |
| uu1 | 2017-04-04 18:00:00 |  2119351 |
| uu2 | 2017-04-04 18:00:00 |   895707 |
| uu3 | 2017-04-04 18:00:00 |  3214289 |
| uu4 | 2017-04-04 18:00:00 |  1665495 |
| uu1 | 2017-04-04 17:00:00 |  2299259 |
| uu2 | 2017-04-04 17:00:00 |   977790 |
| uu3 | 2017-04-04 17:00:00 |  3321627 |
| uu4 | 2017-04-04 17:00:00 |  1753118 |
| uu1 | 2017-04-04 16:00:00 |  2365658 |
| uu2 | 2017-04-04 16:00:00 |  1042034 |
| uu3 | 2017-04-04 16:00:00 |  3386165 |
| uu4 | 2017-04-04 16:00:00 |  1799869 |
| uu1 | 2017-04-04 15:00:00 |  2281411 |
| uu2 | 2017-04-04 15:00:00 |   982842 |
| uu3 | 2017-04-04 15:00:00 |  3348638 |
| uu4 | 2017-04-04 15:00:00 |  1748656 |
| uu1 | 2017-04-04 14:00:00 |  2224309 |
| uu2 | 2017-04-04 14:00:00 |   944529 |
| uu3 | 2017-04-04 14:00:00 |  3377026 |
| uu4 | 2017-04-04 14:00:00 |  1750216 |
| uu1 | 2017-04-04 13:00:00 |  2217589 |
| uu2 | 2017-04-04 13:00:00 |   907877 |
| uu3 | 2017-04-04 13:00:00 |  3562501 |
| uu4 | 2017-04-04 13:00:00 |  1766433 |
| uu1 | 2017-04-04 12:00:00 |  2317810 |
| uu2 | 2017-04-04 12:00:00 |   869538 |
| uu3 | 2017-04-04 12:00:00 |  4502049 |
| uu4 | 2017-04-04 12:00:00 |  2040293 |
| uu1 | 2017-04-04 11:00:00 |  2021017 |
| uu2 | 2017-04-04 11:00:00 |   811331 |
| uu3 | 2017-04-04 11:00:00 |  2884329 |
| uu4 | 2017-04-04 11:00:00 |  1602220 |
| uu1 | 2017-04-04 10:00:00 |  1893446 |
| uu2 | 2017-04-04 10:00:00 |   731987 |
| uu3 | 2017-04-04 10:00:00 |  2718717 |
| uu4 | 2017-04-04 10:00:00 |  1546666 |
| uu1 | 2017-04-04 09:00:00 |  1391022 |
| uu2 | 2017-04-04 09:00:00 |   448341 |
| uu3 | 2017-04-04 09:00:00 |  2190886 |
| uu4 | 2017-04-04 09:00:00 |  1365693 |
| uu1 | 2017-04-04 08:00:00 |   983131 |
| uu2 | 2017-04-04 08:00:00 |   255746 |
| uu3 | 2017-04-04 08:00:00 |  1738954 |
| uu4 | 2017-04-04 08:00:00 |  1475977 |
| uu1 | 2017-04-04 07:00:00 |   702233 |
| uu2 | 2017-04-04 07:00:00 |   171298 |
| uu3 | 2017-04-04 07:00:00 |  1352719 |
| uu4 | 2017-04-04 07:00:00 |  1090287 |
| uu1 | 2017-04-04 06:00:00 |   411701 |
| uu2 | 2017-04-04 06:00:00 |    97065 |
| uu3 | 2017-04-04 06:00:00 |   947191 |
| uu4 | 2017-04-04 06:00:00 |   944163 |
| uu1 | 2017-04-04 05:00:00 |   245362 |
| uu2 | 2017-04-04 05:00:00 |    51278 |
| uu3 | 2017-04-04 05:00:00 |   704093 |
| uu4 | 2017-04-04 05:00:00 |   852619 |
| uu1 | 2017-04-04 04:00:00 |   212376 |
| uu2 | 2017-04-04 04:00:00 |    46708 |
| uu3 | 2017-04-04 04:00:00 |   698665 |
| uu4 | 2017-04-04 04:00:00 |   800242 |
| uu1 | 2017-04-04 03:00:00 |   283513 |
| uu2 | 2017-04-04 03:00:00 |    65092 |
| uu3 | 2017-04-04 03:00:00 |   813981 |
| uu4 | 2017-04-04 03:00:00 |   787169 |
| uu1 | 2017-04-04 02:00:00 |   344513 |
| uu2 | 2017-04-04 02:00:00 |    68766 |
| uu3 | 2017-04-04 02:00:00 |   988917 |
| uu4 | 2017-04-04 02:00:00 |   900729 |
| uu1 | 2017-04-04 01:00:00 |   461183 |
| uu2 | 2017-04-04 01:00:00 |    99596 |
| uu3 | 2017-04-04 01:00:00 |  1206150 |
| uu4 | 2017-04-04 01:00:00 |   916499 |
| uu1 | 2017-04-04 00:00:00 |   691989 |
| uu2 | 2017-04-04 00:00:00 |   161641 |
| uu3 | 2017-04-04 00:00:00 |  1619080 |
| uu4 | 2017-04-04 00:00:00 |  1047386 |
| uu1 | 2017-04-03 22:00:00 |  1583212 |
| uu2 | 2017-04-03 22:00:00 |   645277 |
| uu3 | 2017-04-03 22:00:00 |  2718342 |
| uu4 | 2017-04-03 22:00:00 |  1480728 |
| uu1 | 2017-04-03 21:00:00 |  1928609 |
| uu2 | 2017-04-03 21:00:00 |   855405 |
| uu3 | 2017-04-03 21:00:00 |  3073043 |
| uu4 | 2017-04-03 21:00:00 |  1614595 |
| uu1 | 2017-04-03 20:00:00 |  2067510 |
| uu2 | 2017-04-03 20:00:00 |   909125 |
| uu3 | 2017-04-03 20:00:00 |  3248340 |
| uu4 | 2017-04-03 20:00:00 |  1668362 |
| uu1 | 2017-04-03 19:00:00 |  2134571 |
| uu2 | 2017-04-03 19:00:00 |   950385 |
| uu3 | 2017-04-03 19:00:00 |  3215752 |
| uu4 | 2017-04-03 19:00:00 |  1660723 |
| uu1 | 2017-04-03 18:00:00 |  2190624 |
| uu2 | 2017-04-03 18:00:00 |   956461 |
| uu3 | 2017-04-03 18:00:00 |  3314789 |
| uu4 | 2017-04-03 18:00:00 |  1721483 |
| uu1 | 2017-04-03 17:00:00 |  2343026 |
| uu2 | 2017-04-03 17:00:00 |  1045919 |
| uu3 | 2017-04-03 17:00:00 |  3421446 |
| uu4 | 2017-04-03 17:00:00 |  1820813 |
| uu1 | 2017-04-03 16:00:00 |  2360671 |
| uu2 | 2017-04-03 16:00:00 |  1036073 |
| uu3 | 2017-04-03 16:00:00 |  3463172 |
| uu4 | 2017-04-03 16:00:00 |  1808620 |
| uu1 | 2017-04-03 15:00:00 |  2383217 |
| uu2 | 2017-04-03 15:00:00 |  1031594 |
| uu3 | 2017-04-03 15:00:00 |  3596162 |
| uu4 | 2017-04-03 15:00:00 |  1821419 |
| uu1 | 2017-04-03 14:00:00 |  2492055 |
| uu2 | 2017-04-03 14:00:00 |  1055888 |
| uu3 | 2017-04-03 14:00:00 |  4417996 |
| uu4 | 2017-04-03 14:00:00 |  2066945 |
| uu1 | 2017-04-03 13:00:00 |  2333905 |
| uu2 | 2017-04-03 13:00:00 |  1003948 |
| uu3 | 2017-04-03 13:00:00 |  3226140 |
| uu4 | 2017-04-03 13:00:00 |  1772769 |
| uu1 | 2017-04-03 12:00:00 |  2143383 |
| uu2 | 2017-04-03 12:00:00 |   865386 |
| uu3 | 2017-04-03 12:00:00 |  3059229 |
| uu4 | 2017-04-03 12:00:00 |  1665261 |
| uu1 | 2017-04-03 11:00:00 |  2143658 |
| uu2 | 2017-04-03 11:00:00 |   871957 |
| uu3 | 2017-04-03 11:00:00 |  2946919 |
| uu4 | 2017-04-03 11:00:00 |  1658575 |
| uu1 | 2017-04-03 10:00:00 |  2006020 |
| uu2 | 2017-04-03 10:00:00 |   749413 |
| uu3 | 2017-04-03 10:00:00 |  2768139 |
| uu4 | 2017-04-03 10:00:00 |  1601038 |
| uu1 | 2017-04-03 09:00:00 |  1409238 |
| uu2 | 2017-04-03 09:00:00 |   446632 |
| uu3 | 2017-04-03 09:00:00 |  2183817 |
| uu4 | 2017-04-03 09:00:00 |  1339507 |
| uu1 | 2017-04-03 08:00:00 |   997419 |
| uu2 | 2017-04-03 08:00:00 |   263316 |
| uu3 | 2017-04-03 08:00:00 |  1745997 |
| uu4 | 2017-04-03 08:00:00 |  1474817 |
| uu1 | 2017-04-03 07:00:00 |   793474 |
| uu2 | 2017-04-03 07:00:00 |   186575 |
| uu3 | 2017-04-03 07:00:00 |  1443634 |
| uu4 | 2017-04-03 07:00:00 |  1133697 |
| uu1 | 2017-04-03 06:00:00 |   445210 |
| uu2 | 2017-04-03 06:00:00 |   111106 |
| uu3 | 2017-04-03 06:00:00 |  1026973 |
| uu4 | 2017-04-03 06:00:00 |   976260 |
| uu1 | 2017-04-03 05:00:00 |   255900 |
| uu2 | 2017-04-03 05:00:00 |    57849 |
| uu3 | 2017-04-03 05:00:00 |   763492 |
| uu4 | 2017-04-03 05:00:00 |   862052 |
| uu1 | 2017-04-03 04:00:00 |   230826 |
| uu2 | 2017-04-03 04:00:00 |    49177 |
| uu3 | 2017-04-03 04:00:00 |   753976 |
| uu4 | 2017-04-03 04:00:00 |   803286 |
| uu1 | 2017-04-03 03:00:00 |   304060 |
| uu2 | 2017-04-03 03:00:00 |    66248 |
| uu3 | 2017-04-03 03:00:00 |   889820 |
| uu4 | 2017-04-03 03:00:00 |   796320 |
| uu1 | 2017-04-03 02:00:00 |   348270 |
| uu2 | 2017-04-03 02:00:00 |    70328 |
| uu3 | 2017-04-03 02:00:00 |  1032024 |
| uu4 | 2017-04-03 02:00:00 |   823140 |
| uu1 | 2017-04-03 01:00:00 |   472535 |
| uu2 | 2017-04-03 01:00:00 |    99864 |
| uu3 | 2017-04-03 01:00:00 |  1236030 |
| uu4 | 2017-04-03 01:00:00 |   889936 |
| uu1 | 2017-04-03 00:00:00 |   699790 |
| uu2 | 2017-04-03 00:00:00 |   152343 |
| uu3 | 2017-04-03 00:00:00 |  1652221 |
| uu4 | 2017-04-03 00:00:00 |  1070065 |
| uu1 | 2017-04-02 22:00:00 |  1662511 |
| uu2 | 2017-04-02 22:00:00 |   653230 |
| uu3 | 2017-04-02 22:00:00 |  2784738 |
| uu4 | 2017-04-02 22:00:00 |  1521599 |
| uu1 | 2017-04-02 21:00:00 |  1997812 |
| uu2 | 2017-04-02 21:00:00 |   933994 |
| uu3 | 2017-04-02 21:00:00 |  3141220 |
| uu4 | 2017-04-02 21:00:00 |  1644176 |
| uu1 | 2017-04-02 20:00:00 |  2169645 |
| uu2 | 2017-04-02 20:00:00 |   974243 |
| uu3 | 2017-04-02 20:00:00 |  3304747 |
| uu4 | 2017-04-02 20:00:00 |  1754052 |
| uu1 | 2017-04-02 19:00:00 |  2086063 |
| uu2 | 2017-04-02 19:00:00 |   910223 |
| uu3 | 2017-04-02 19:00:00 |  3166468 |
| uu4 | 2017-04-02 19:00:00 |  1705521 |
| uu1 | 2017-04-02 18:00:00 |  2173098 |
| uu2 | 2017-04-02 18:00:00 |   948860 |
| uu3 | 2017-04-02 18:00:00 |  3229208 |
| uu4 | 2017-04-02 18:00:00 |  1750074 |
| uu1 | 2017-04-02 17:00:00 |  2308982 |
| uu2 | 2017-04-02 17:00:00 |  1010944 |
| uu3 | 2017-04-02 17:00:00 |  3330493 |
| uu4 | 2017-04-02 17:00:00 |  1768012 |
| uu1 | 2017-04-02 16:00:00 |  2389603 |
| uu2 | 2017-04-02 16:00:00 |  1064840 |
| uu3 | 2017-04-02 16:00:00 |  3354282 |
| uu4 | 2017-04-02 16:00:00 |  1811184 |
| uu1 | 2017-04-02 15:00:00 |  2318264 |
| uu2 | 2017-04-02 15:00:00 |  1008109 |
| uu3 | 2017-04-02 15:00:00 |  3304143 |
| uu4 | 2017-04-02 15:00:00 |  1755778 |
| uu1 | 2017-04-02 14:00:00 |  2327696 |
| uu2 | 2017-04-02 14:00:00 |   998707 |
| uu3 | 2017-04-02 14:00:00 |  3385467 |
| uu4 | 2017-04-02 14:00:00 |  1784335 |
| uu1 | 2017-04-02 13:00:00 |  2311992 |
| uu2 | 2017-04-02 13:00:00 |   944100 |
| uu3 | 2017-04-02 13:00:00 |  3610053 |
| uu4 | 2017-04-02 13:00:00 |  1838790 |
| uu1 | 2017-04-02 12:00:00 |  2398886 |
| uu2 | 2017-04-02 12:00:00 |   922739 |
| uu3 | 2017-04-02 12:00:00 |  4534416 |
| uu4 | 2017-04-02 12:00:00 |  2084438 |
| uu1 | 2017-04-02 11:00:00 |  2046084 |
| uu2 | 2017-04-02 11:00:00 |   820299 |
| uu3 | 2017-04-02 11:00:00 |  2901442 |
| uu4 | 2017-04-02 11:00:00 |  1609202 |
| uu1 | 2017-04-02 10:00:00 |  1872136 |
| uu2 | 2017-04-02 10:00:00 |   690953 |
| uu3 | 2017-04-02 10:00:00 |  2688617 |
| uu4 | 2017-04-02 10:00:00 |  1518741 |
+-----+---------------------+----------+

